Geneid,start,end,strand,seqname,source,feature,score,ID,Parent,Dbxref,Name,Ontology_term,gbkey,gene,go_function,go_process,inference,product,protein_id,transl_table,go_component,Note,partial,pseudo,start_range,end_range,exception
SAUSA300_RS11280,2213802,2214632,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000594959.1,gene-SAUSA300_RS11280,GenBank:WP_000594959.1,WP_000594959.1,GO:0009228!!!GO:0008902!!!GO:0008972,CDS,thiD,hydroxymethylpyrimidine kinase activity|0008902||IEA!!!phosphomethylpyrimidine kinase activity|0008972||IEA,thiamine biosynthetic process|0009228||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500809.1,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,WP_000594959.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11285,2214625,2215314,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000396077.1,gene-SAUSA300_RS11285,GenBank:WP_000396077.1,WP_000396077.1,GO:0006772!!!GO:0050334,CDS,tenA,thiaminase activity|0050334||IEA,thiamine metabolic process|0006772||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500810.1,thiaminase II,WP_000396077.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11295,2215700,2216395,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000752008.1,gene-SAUSA300_RS11295,GenBank:WP_000752008.1,WP_000752008.1,NA,CDS,sceD,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500812.1,lytic transglycosylase SceD,WP_000752008.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11300,2216785,2217179,-,NC_007793.1,Protein Homology,CDS,.,cds-SAUSA300_RS11300,gene-SAUSA300_RS11300,NA,NA,GO:0006260!!!GO:0003697,CDS,NA,single-stranded DNA binding|0003697||IEA,DNA replication|0006260||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500813.1,single-stranded DNA-binding protein,NA,11,NA,frameshifted,NA,true,NA,NA,NA
SAUSA300_RS11305,2217373,2217813,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000846746.1,gene-SAUSA300_RS11305,GenBank:WP_000846746.1,WP_000846746.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000846746.1,YwpF-like family protein,WP_000846746.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11310,2217872,2218312,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000447678.1,gene-SAUSA300_RS11310,GenBank:WP_000447678.1,WP_000447678.1,NA,CDS,fabZ,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500815.1,3-hydroxyacyl-ACP dehydratase FabZ,WP_000447678.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11315,2218346,2219611,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000358000.1,gene-SAUSA300_RS11315,GenBank:WP_000358000.1,WP_000358000.1,GO:0019277!!!GO:0008760,CDS,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity|0008760||IEA,UDP-N-acetylgalactosamine biosynthetic process|0019277||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500816.1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,WP_000358000.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11320,2219722,2219955,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000384523.1,gene-SAUSA300_RS11320,GenBank:WP_000384523.1,WP_000384523.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500817.1,DUF1146 family protein,WP_000384523.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11325,2220087,2220179,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001790611.1,gene-SAUSA300_RS11325,GenBank:WP_001790611.1,WP_001790611.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500818.1,hypothetical protein,WP_001790611.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11330,2220517,2220921,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001094394.1,gene-SAUSA300_RS11330,GenBank:WP_001094394.1,WP_001094394.1,GO:0015986!!!GO:0046933!!!GO:0045261,CDS,NA,proton-transporting ATP synthase activity%2C rotational mechanism|0046933||IEA,proton motive force-driven ATP synthesis|0015986||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500819.1,F0F1 ATP synthase subunit epsilon,WP_001094394.1,11,proton-transporting ATP synthase complex%2C catalytic core F(1)|0045261||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11335,2220941,2222353,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000511135.1,gene-SAUSA300_RS11335,GenBank:WP_000511135.1,WP_000511135.1,GO:0015986!!!GO:0046933!!!GO:0045261,CDS,atpD,proton-transporting ATP synthase activity%2C rotational mechanism|0046933||IEA,proton motive force-driven ATP synthesis|0015986||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_017636767.1,F0F1 ATP synthase subunit beta,WP_000511135.1,11,proton-transporting ATP synthase complex%2C catalytic core F(1)|0045261||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11340,2222375,2223241,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000157603.1,gene-SAUSA300_RS11340,GenBank:WP_000157603.1,WP_000157603.1,GO:0015986!!!GO:0046933!!!GO:0045261,CDS,atpG,proton-transporting ATP synthase activity%2C rotational mechanism|0046933||IEA,proton motive force-driven ATP synthesis|0015986||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500821.2,ATP synthase F1 subunit gamma,WP_000157603.1,11,proton-transporting ATP synthase complex%2C catalytic core F(1)|0045261||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11345,2223272,2224780,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000974881.1,gene-SAUSA300_RS11345,GenBank:WP_000974881.1,WP_000974881.1,GO:0015986!!!GO:0046933!!!GO:0045261,CDS,atpA,proton-transporting ATP synthase activity%2C rotational mechanism|0046933||IEA,proton motive force-driven ATP synthesis|0015986||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500822.1,F0F1 ATP synthase subunit alpha,WP_000974881.1,11,proton-transporting ATP synthase complex%2C catalytic core F(1)|0045261||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11350,2224802,2225341,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000241351.1,gene-SAUSA300_RS11350,GenBank:WP_000241351.1,WP_000241351.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500823.1,F0F1 ATP synthase subunit delta,WP_000241351.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11355,2225341,2225862,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000140679.1,gene-SAUSA300_RS11355,GenBank:WP_000140679.1,WP_000140679.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500824.1,F0F1 ATP synthase subunit B,WP_000140679.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11360,2226060,2226272,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001048816.1,gene-SAUSA300_RS11360,GenBank:WP_001048816.1,WP_001048816.1,GO:0015986!!!GO:0015078,CDS,atpE,proton transmembrane transporter activity|0015078||IEA,proton motive force-driven ATP synthesis|0015986||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500825.1,F0F1 ATP synthase subunit C,WP_001048816.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11365,2226315,2227043,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000349655.1,gene-SAUSA300_RS11365,GenBank:WP_000349655.1,WP_000349655.1,GO:0015986!!!GO:0015078,CDS,atpB,proton transmembrane transporter activity|0015078||IEA,proton motive force-driven ATP synthesis|0015986||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500826.1,F0F1 ATP synthase subunit A,WP_000349655.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11370,2227064,2227516,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001801792.1,gene-SAUSA300_RS11370,GenBank:WP_001801792.1,WP_001801792.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500827.1,ATP synthase subunit I,WP_001801792.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11375,2227584,2228711,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000723418.1,gene-SAUSA300_RS11375,GenBank:WP_000723418.1,WP_000723418.1,GO:0008761,CDS,wecB,UDP-N-acetylglucosamine 2-epimerase activity|0008761||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500828.1,non-hydrolyzing UDP-N-acetylglucosamine 2-epimerase,WP_000723418.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11380,2228735,2229364,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000048712.1,gene-SAUSA300_RS11380,GenBank:WP_000048712.1,WP_000048712.1,GO:0009116!!!GO:0004845,CDS,upp,uracil phosphoribosyltransferase activity|0004845||IEA,nucleoside metabolic process|0009116||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_017636774.1,uracil phosphoribosyltransferase,WP_000048712.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11385,2229392,2230630,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000120500.1,gene-SAUSA300_RS11385,GenBank:WP_000120500.1,WP_000120500.1,GO:0019264!!!GO:0004372!!!GO:0008270!!!GO:0030170!!!GO:0070905,CDS,glyA,glycine hydroxymethyltransferase activity|0004372||IEA!!!zinc ion binding|0008270||IEA!!!pyridoxal phosphate binding|0030170||IEA!!!serine binding|0070905||IEA,glycine biosynthetic process from serine|0019264||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500830.1,serine hydroxymethyltransferase,WP_000120500.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11390,2230657,2231181,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000654185.1,gene-SAUSA300_RS11390,GenBank:WP_000654185.1,WP_000654185.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500831.1,TIGR01440 family protein,WP_000654185.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11395,2231288,2231707,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000697334.1,gene-SAUSA300_RS11395,GenBank:WP_000697334.1,WP_000697334.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500832.1,low molecular weight protein arginine phosphatase,WP_000697334.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11400,2231704,2232750,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000379888.1,gene-SAUSA300_RS11400,GenBank:WP_000379888.1,WP_000379888.1,GO:0006400!!!GO:0003725!!!GO:0061710,CDS,NA,double-stranded RNA binding|0003725||IEA!!!L-threonylcarbamoyladenylate synthase|0061710||IEA,tRNA modification|0006400||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_006190783.1,L-threonylcarbamoyladenylate synthase,WP_000379888.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11405,2232834,2233670,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000248735.1,gene-SAUSA300_RS11405,GenBank:WP_000248735.1,WP_000248735.1,GO:0006412!!!GO:0018364!!!GO:0008757,CDS,prmC,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,translation|0006412||IEA!!!peptidyl-glutamine methylation|0018364||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_000248725.1,peptide chain release factor N(5)-glutamine methyltransferase,WP_000248735.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11410,2233657,2234733,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000460242.1,gene-SAUSA300_RS11410,GenBank:WP_000460242.1,WP_000460242.1,GO:0006415!!!GO:0016149,CDS,prfA,translation release factor activity%2C codon specific|0016149||IEA,translational termination|0006415||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_015445905.1,peptide chain release factor 1,WP_000460242.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11415,2234734,2235333,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000273356.1,gene-SAUSA300_RS11415,GenBank:WP_000273356.1,WP_000273356.1,GO:0004797!!!GO:0005524,CDS,NA,thymidine kinase activity|0004797||IEA!!!ATP binding|0005524||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500836.1,thymidine kinase,WP_000273356.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11420,2235680,2235934,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000808968.1,gene-SAUSA300_RS11420,GenBank:WP_000808968.1,WP_000808968.1,GO:0006412!!!GO:0003735!!!GO:0005840,CDS,NA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500837.1,type B 50S ribosomal protein L31,WP_000808968.1,11,ribosome|0005840||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11425,2236052,2237368,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001115101.1,gene-SAUSA300_RS11425,GenBank:WP_001115101.1,WP_001115101.1,GO:0006353!!!GO:0003723!!!GO:0005524!!!GO:0008186,CDS,rho,RNA binding|0003723||IEA!!!ATP binding|0005524||IEA!!!ATP-dependent activity%2C acting on RNA|0008186||IEA,DNA-templated transcription termination|0006353||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500838.1,transcription termination factor Rho,WP_001115101.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11430,2237615,2239042,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001206093.1,gene-SAUSA300_RS11430,GenBank:WP_001206093.1,WP_001206093.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500839.1,aldehyde dehydrogenase family protein,WP_001206093.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11435,2239280,2239615,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000451438.1,gene-SAUSA300_RS11435,GenBank:WP_000451438.1,WP_000451438.1,GO:0003677,CDS,NA,DNA binding|0003677||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500840.1,winged helix-turn-helix transcriptional regulator,WP_000451438.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11440,2239704,2240963,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000046602.1,gene-SAUSA300_RS11440,GenBank:WP_000046602.1,WP_000046602.1,GO:0019277!!!GO:0008760,CDS,NA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity|0008760||IEA,UDP-N-acetylgalactosamine biosynthetic process|0019277||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500841.1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,WP_000046602.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11445,2241429,2242289,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001131841.1,gene-SAUSA300_RS11445,GenBank:WP_001131841.1,WP_001131841.1,NA,CDS,fdaB,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_002468309.1,class IIb fructose-bisphosphate aldolase FdaB,WP_001131841.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11450,2242507,2243028,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000036005.1,gene-SAUSA300_RS11450,GenBank:WP_000036005.1,WP_000036005.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500843.1,DUF2529 domain-containing protein,WP_000036005.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11455,2243137,2244747,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000159960.1,gene-SAUSA300_RS11455,GenBank:WP_000159960.1,WP_000159960.1,GO:0006221!!!GO:0006241!!!GO:0003883,CDS,NA,CTP synthase activity|0003883||IEA,pyrimidine nucleotide biosynthetic process|0006221||IEA!!!CTP biosynthetic process|0006241||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500844.1,CTP synthase,WP_000159960.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11460,2245083,2245613,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000701483.1,gene-SAUSA300_RS11460,GenBank:WP_000701483.1,WP_000701483.1,GO:0006351!!!GO:0006355!!!GO:0003899,CDS,rpoE,DNA-directed 5'-3' RNA polymerase activity|0003899||IEA,DNA-templated transcription|0006351||IEA!!!regulation of DNA-templated transcription|0006355||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500845.1,DNA-directed RNA polymerase subunit delta,WP_000701483.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11465,2245725,2246585,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001040736.1,gene-SAUSA300_RS11465,GenBank:WP_001040736.1,WP_001040736.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500846.1,GNAT family N-acetyltransferase,WP_001040736.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11475,2247009,2247812,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000862727.1,gene-SAUSA300_RS11475,GenBank:WP_000862727.1,WP_000862727.1,GO:0015937!!!GO:0004594!!!GO:0005524,CDS,coaW,pantothenate kinase activity|0004594||IEA!!!ATP binding|0005524||IEA,coenzyme A biosynthetic process|0015937||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500848.1,type II pantothenate kinase,WP_000862727.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11480,2247942,2248613,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000120549.1,gene-SAUSA300_RS11480,GenBank:WP_000120549.1,WP_000120549.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500849.1,DUF2750 domain-containing protein,WP_000120549.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11485,2249012,2250205,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000183726.1,gene-SAUSA300_RS11485,GenBank:WP_000183726.1,WP_000183726.1,GO:0006555!!!GO:1901605!!!GO:0016881!!!GO:0034026,CDS,ldmS,acid-amino acid ligase activity|0016881||IEA!!!L-amino-acid alpha-ligase activity|0034026||IEA,methionine metabolic process|0006555||IEA!!!alpha-amino acid metabolic process|1901605||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500850.1,L-aspartate--L-methionine ligase LdmS,WP_000183726.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11490,2250205,2251389,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001291500.1,gene-SAUSA300_RS11490,GenBank:WP_001291500.1,WP_001291500.1,GO:0008270!!!GO:0016787,CDS,NA,zinc ion binding|0008270||IEA!!!hydrolase activity|0016787||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500851.1,M20 family metallopeptidase,WP_001291500.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11495,2251700,2252170,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000164421.1,gene-SAUSA300_RS11495,GenBank:WP_000164421.1,WP_000164421.1,GO:0009372!!!GO:0005506!!!GO:0043768,CDS,NA,iron ion binding|0005506||IEA!!!S-ribosylhomocysteine lyase activity|0043768||IEA,quorum sensing|0009372||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500852.1,S-ribosylhomocysteine lyase,WP_000164421.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11500,2252322,2252672,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001024035.1,gene-SAUSA300_RS11500,GenBank:WP_001024035.1,WP_001024035.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500853.1,DoxX family protein,WP_001024035.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11505,2252686,2253987,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001242318.1,gene-SAUSA300_RS11505,GenBank:WP_001242318.1,WP_001242318.1,GO:0006213!!!GO:0016154,CDS,NA,pyrimidine-nucleoside phosphorylase activity|0016154||IEA,pyrimidine nucleoside metabolic process|0006213||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500854.1,pyrimidine-nucleoside phosphorylase,WP_001242318.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11515,2254266,2254928,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001083316.1,gene-SAUSA300_RS11515,GenBank:WP_001083316.1,WP_001083316.1,GO:0009264!!!GO:0004139!!!GO:0005737,CDS,deoC,deoxyribose-phosphate aldolase activity|0004139||IEA,deoxyribonucleotide catabolic process|0009264||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500856.1,deoxyribose-phosphate aldolase,WP_001083316.1,11,cytoplasm|0005737||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11520,2255243,2255953,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000160304.1,gene-SAUSA300_RS11520,GenBank:WP_000160304.1,WP_000160304.1,GO:0006139!!!GO:0004731,CDS,deoD,purine-nucleoside phosphorylase activity|0004731||IEA,nucleobase-containing compound metabolic process|0006139||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500857.1,purine-nucleoside phosphorylase,WP_000160304.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11525,2256074,2256517,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000070866.1,gene-SAUSA300_RS11525,GenBank:WP_000070866.1,WP_000070866.1,GO:0008199!!!GO:0016722,CDS,NA,ferric iron binding|0008199||IEA!!!oxidoreductase activity%2C acting on metal ions|0016722||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500858.1,Dps family protein,WP_000070866.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11530,2256717,2257130,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001123303.1,gene-SAUSA300_RS11530,GenBank:WP_001123303.1,WP_001123303.1,GO:0015035,CDS,NA,protein-disulfide reductase activity|0015035||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500859.1,thiol-disulfide oxidoreductase DCC family protein,WP_001123303.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11535,2257588,2258961,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000123393.1,gene-SAUSA300_RS11535,GenBank:WP_000123393.1,WP_000123393.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500860.1,EVE domain-containing protein,WP_000123393.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11540,2259633,2259863,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000808817.1,gene-SAUSA300_RS11540,GenBank:WP_000808817.1,WP_000808817.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500861.1,hypothetical protein,WP_000808817.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11545,2259894,2260832,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001127960.1,gene-SAUSA300_RS11545,GenBank:WP_001127960.1,WP_001127960.1,GO:0004476!!!GO:0008270,CDS,NA,mannose-6-phosphate isomerase activity|0004476||IEA!!!zinc ion binding|0008270||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_001620169.1,type I phosphomannose isomerase catalytic subunit,WP_001127960.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11550,2261267,2261932,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001024094.1,gene-SAUSA300_RS11550,GenBank:WP_001024094.1,WP_001024094.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500864.1,SDR family oxidoreductase,WP_001024094.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11555,2262084,2262404,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000003759.1,gene-SAUSA300_RS11555,GenBank:WP_000003759.1,WP_000003759.1,NA,CDS,czrA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500865.1,Zn(II)-responsive metalloregulatory transcriptional repressor CzrA,WP_000003759.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11560,2262406,2263386,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000019744.1,gene-SAUSA300_RS11560,GenBank:WP_000019744.1,WP_000019744.1,NA,CDS,czrB,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500866.1,CDF family zinc efflux transporter CzrB,WP_000019744.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11565,2263652,2264743,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000495671.1,gene-SAUSA300_RS11565,GenBank:WP_000495671.1,WP_000495671.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500867.1,lytic regulatory protein,WP_000495671.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11570,2265243,2265347,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001802298.1,gene-SAUSA300_RS11570,GenBank:WP_001802298.1,WP_001802298.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500868.1,hypothetical protein,WP_001802298.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11580,2266034,2267170,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000115564.1,gene-SAUSA300_RS11580,GenBank:WP_000115564.1,WP_000115564.1,GO:0003676!!!GO:0003700,CDS,NA,nucleic acid binding|0003676||IEA!!!DNA-binding transcription factor activity|0003700||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500870.1,SAP domain-containing protein,WP_000115564.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11585,2267459,2267551,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001790138.1,gene-SAUSA300_RS11585,GenBank:WP_001790138.1,WP_001790138.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500871.1,hypothetical protein,WP_001790138.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS11590,2268256,2269113,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000370924.1,gene-SAUSA300_RS11590,GenBank:WP_000370924.1,WP_000370924.1,GO:0016787,CDS,NA,hydrolase activity|0016787||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500873.1,HAD family hydrolase,WP_000370924.1,11,NA,NA,NA,NA,NA,NA,NA
